ClassProxyResult
ARTS & CULTURE  0.9999884961188906
TECH  0.9770140618441749
ENVIRONMENT  0.9999999959320133
POLITICS  0.9999920968119483
SPORTS  0.9999999778404932
ENVIRONMENT  0.9980593965855845
POLITICS  0.9521833370148826
TECH  0.9999416988496258
WOMEN  0.9711890457900991
ENVIRONMENT  0.9999951537352049
CRIME  0.9999999762352725
SPORTS  0.6790184053589814
TECH  0.9999038373536826
CRIME  0.9999999999200804
CRIME  0.999925115185876
ENTERTAINMENT  0.9999999993228503
POLITICS  0.9998646055510764
COMEDY  0.9992903276007489
MEDIA  0.9999988275061422
POLITICS  0.997870201230008
ARTS & CULTURE  1.0
ARTS & CULTURE  0.9770113432169854
POLITICS  0.9999412089216323
EDUCATION  0.9993428611733287
SPORTS  1.0
COMEDY  0.9626117676933852
POLITICS  1.0
POLITICS  0.9999999175452912
WOMEN  0.7360740451043161
ENTERTAINMENT  0.9999901798019543
TECH  0.9999974387166848
WOMEN  0.9398208260713579
ENVIRONMENT  0.6791773792328146
POLITICS  0.9999965398870235
TECH  0.9973661965936709
ARTS & CULTURE  1.0
TECH  0.5501624167508807
ENVIRONMENT  0.9999999773193597
EDUCATION  0.9999999999842629
WOMEN  0.9999991085959847
EDUCATION  1.0
EDUCATION  0.9994472120584583
WOMEN  0.9999922664349848
ENVIRONMENT  0.9999999689643816
BUSINESS  0.9415593595923728
ENTERTAINMENT  0.9933051750815785
EDUCATION  0.9999998717262788
SCIENCE  0.9999999943971999
ARTS & CULTURE  1.0
MEDIA  0.9859354660782688
SPORTS  0.9704974547784033
ENTERTAINMENT  0.9999999967924682
ENVIRONMENT  0.9999999987050268
COMEDY  0.9819575041489836
ENVIRONMENT  0.9999999397642824
CRIME  0.9999994956526145
ARTS & CULTURE  1.0
CRIME  0.9241417932190097
ENTERTAINMENT  0.9999999773323348
POLITICS  0.9999929594789239
ARTS & CULTURE  0.4154260319807087
ENTERTAINMENT  0.9999997891996356
ENTERTAINMENT  0.999999692207068
WOMEN  0.6738978116914953
ENTERTAINMENT  0.9995691196299707
CRIME  0.9980544128261397
WOMEN  0.9999674115022258
ENTERTAINMENT  0.8515514561411086
ENTERTAINMENT  0.9999999756977406
ENTERTAINMENT  0.9999999588167411
POLITICS  0.9999999600668849
SCIENCE  0.9999999970010397
EDUCATION  1.0
RELIGION  0.6216109692880596
WOMEN  0.9999999811357339
WOMEN  0.9933051190168457
ARTS & CULTURE  0.9999999865595944
SCIENCE  1.0
ARTS & CULTURE  0.999999428499459
ENTERTAINMENT  0.999999957970813
CRIME  0.8169650145764648
SPORTS  0.9999944509391189
CRIME  1.0
EDUCATION  0.9999999997883152
TECH  0.5613411325989599
RELIGION  0.999569436969125
WOMEN  0.9999679047464567
ARTS & CULTURE  0.6224569596191557
ENTERTAINMENT  0.9999999119947759
RELIGION  0.9999762805026843
COMEDY  0.9988274328963507
MEDIA  0.9999999734249061
ENTERTAINMENT  0.9999991395370622
ARTS & CULTURE  0.9999420676331362
MEDIA  0.9999996874698953
EDUCATION  0.9999997300422031
EDUCATION  0.9999992084764175
ENVIRONMENT  0.9999994766985937
RELIGION  0.9999970956273507
CRIME  1.0
ARTS & CULTURE  0.9999999928058683
POLITICS  0.9999999235535573
RELIGION  0.9859363705806573
TECH  0.8369854538599324
ARTS & CULTURE  1.0
TECH  0.9999910048127241
EDUCATION  1.0
BUSINESS  0.9999999979388482
ENVIRONMENT  0.999999937018176
BUSINESS  0.9999999976644057
CRIME  1.0
ENTERTAINMENT  0.8175697099412341
RELIGION  0.9999986281841302
WOMEN  0.9947770625599835
ARTS & CULTURE  0.9999999966017319
RELIGION  0.528250650183616
EDUCATION  0.9999999995346023
TECH  0.9999249198265584
RELIGION  0.9999999713294088
EDUCATION  1.0
BUSINESS  0.9626532000444854
ENTERTAINMENT  0.9999251252542656
MEDIA  0.9999952149057264
WOMEN  0.9999992661791508
BUSINESS  0.9999994627160624
ENTERTAINMENT  0.9999999979409324
ARTS & CULTURE  0.9994339863314093
POLITICS  0.99999985550202
ARTS & CULTURE  0.9995931541724028
POLITICS  0.9770223668226142
CRIME  1.0
ARTS & CULTURE  0.9999998904139699
CRIME  0.9775972694567874
BUSINESS  0.4999916925819305
EDUCATION  0.9992624024358502
CRIME  1.0
BUSINESS  0.9979647878059738
POLITICS  0.9999999562710175
MEDIA  0.9905059365221384
WOMEN  0.999999992805869
WOMEN  0.9999999929943988
SPORTS  1.0
CRIME  0.9999137189233277
WOMEN  0.9999999777977019
WOMEN  0.9756997724169911
EDUCATION  0.9999999317439984
ENTERTAINMENT  0.9395294520341844
POLITICS  0.9999926942731521
ENVIRONMENT  0.9999138873738791
COMEDY  0.9524599818624857
ENTERTAINMENT  0.9045615372489545
ENVIRONMENT  0.99999998132556
ARTS & CULTURE  1.0
POLITICS  0.9999038793850422
POLITICS  0.9999998722348982
CRIME  1.0
CRIME  0.9992903295745634
CRIME  1.0
ARTS & CULTURE  1.0
TECH  0.9999957415549205
COMEDY  0.9999982223664137
CRIME  0.9999999965758096
ENVIRONMENT  0.5619853659959718
ENTERTAINMENT  0.9986237856128861
CRIME  0.9998808592293749
WOMEN  0.9991687377871252
SPORTS  0.9999985803268647
ARTS & CULTURE  0.9999986218492304
MEDIA  0.9959296411603147
ENTERTAINMENT  0.999683172067452
CRIME  0.9999993514315348
POLITICS  0.9770226257747273
TECH  0.999995748715133
SCIENCE  1.0
POLITICS  0.9999999996418252
