WOMEN, 0.9999975266224832
ENTERTAINMENT, 0.9626680819879273
POLITICS, 0.9999985821310096
ARTS & CULTURE, 0.9999999530883865
ARTS & CULTURE, 1.0
ARTS & CULTURE, 0.8107729923079183
CRIME, 0.6790343349229163
ARTS & CULTURE, 0.997497814901095
ARTS & CULTURE, 0.9999998362623602
ARTS & CULTURE, 0.9999996533673952
ARTS & CULTURE, 0.9963896170779648
ENTERTAINMENT, 0.9982992777368048
MEDIA, 0.9947284814096123
WOMEN, 0.7310565387454605
ARTS & CULTURE, 0.7674576667999945
ARTS & CULTURE, 0.9999997300422995
ARTS & CULTURE, 0.9983323563693729
ENTERTAINMENT, 0.9990885476492871
BUSINESS, 0.9974607773311247
WOMEN, 0.9999998538791717
WOMEN, 1.0
ARTS & CULTURE, 0.9999693098528912
WOMEN, 0.9999962717538915
ARTS & CULTURE, 0.999999986559586
POLITICS, 0.9975202535472015
ARTS & CULTURE, 0.9978162445325636
POLITICS, 0.9975202542410129
ARTS & CULTURE, 0.9655859346011036
CRIME, 0.9929328432916995
ARTS & CULTURE, 1.0
ARTS & CULTURE, 0.9999606474199856
ARTS & CULTURE, 0.9996144950951985
POLITICS, 0.9844530141175734
ARTS & CULTURE, 1.0
POLITICS, 0.9979721872430548
ARTS & CULTURE, 0.9996638190170363
ARTS & CULTURE, 0.9999999881388706
ARTS & CULTURE, 1.0
WOMEN, 0.9976748730727549
ARTS & CULTURE, 0.9999974387175999
POLITICS, 0.9998795743518527
WOMEN, 0.9999993815881437
ARTS & CULTURE, 0.9999998555020374
WOMEN, 0.9999714811163178
ENTERTAINMENT, 0.9701355473317307
POLITICS, 0.9999951574562983
ARTS & CULTURE, 0.9999877668917825
ARTS & CULTURE, 0.9999655955277769
ARTS & CULTURE, 0.842550627839686
CRIME, 0.6790168476834617
ARTS & CULTURE, 0.997460029992019
ARTS & CULTURE, 0.9999907469519438
ARTS & CULTURE, 0.9999603507606236
ARTS & CULTURE, 0.9948688782719496
ENTERTAINMENT, 0.9969070025597419
MEDIA, 0.993139781702461
WOMEN, 0.8175705202007109
ARTS & CULTURE, 0.7290745187195963
ARTS & CULTURE, 0.9999788267673122
ARTS & CULTURE, 0.998230950572466
ENTERTAINMENT, 0.99889310498069
BUSINESS, 0.9986744457084781
WOMEN, 0.9999882884949742
WOMEN, 0.999999091165777
ARTS & CULTURE, 0.9999334121654941
WOMEN, 0.9999951574562983
ARTS & CULTURE, 0.9999939654258196
POLITICS, 0.9974949031845466
ARTS & CULTURE, 0.9984833168370926
WOMEN, 0.9999686203136553
ENTERTAINMENT, 0.9699853451456719
POLITICS, 0.9999891229114685
ARTS & CULTURE, 0.999987886094164
ARTS & CULTURE, 0.9999366304543831
ARTS & CULTURE, 0.8963159829356808
CRIME, 0.9043976298001307
ARTS & CULTURE, 0.9986028816008938
ARTS & CULTURE, 0.9999888397128177
ARTS & CULTURE, 0.9999548676240452
ARTS & CULTURE, 0.9903810207824699
ENTERTAINMENT, 0.9969392237822577
MEDIA, 0.9966834315276728
WOMEN, 0.8807928338009038
ARTS & CULTURE, 0.7927080283572638
ARTS & CULTURE, 0.9999698867218593
ARTS & CULTURE, 0.9978640401946843
